PST,Temp_degC,Sp_Conductance,Salinity_ppt
2020-03-08T15:10:00Z,20.87,0,0.0123
2020-03-08T15:10:10Z,20.85,0,0.0123
2020-03-08T15:10:20Z,20.88,0,0.0123
2020-03-08T15:10:30Z,20.92,0,0.0123
2020-03-08T15:10:40Z,20.95,0,0.0123
2020-03-08T15:10:50Z,20.97,0,0.0123
2020-03-08T15:11:00Z,21.06,0,0.0123
2020-03-08T15:11:10Z,21.12,0,0.0123
2020-03-08T15:11:20Z,21.18,0,0.0123
2020-03-08T15:11:30Z,21.24,0,0.0123
2020-03-08T15:11:40Z,21.25,0,0.0123
2020-03-08T15:11:50Z,21.27,0,0.0123
2020-03-08T15:12:00Z,21.31,0,0.0123
2020-03-08T15:12:10Z,21.34,0,0.0123
2020-03-08T15:12:20Z,21.35,0,0.0123
2020-03-08T15:12:30Z,21.35,0,0.0123
2020-03-08T15:12:40Z,21.36,0,0.0123
2020-03-08T15:12:50Z,21.41,0,0.0123
2020-03-08T15:13:00Z,21.45,0,0.0123
2020-03-08T15:13:10Z,21.44,0,0.0123
2020-03-08T15:13:20Z,21.46,0,0.0123
2020-03-08T15:13:30Z,21.47,0,0.0123
2020-03-08T15:13:40Z,21.47,0,0.0123
2020-03-08T15:13:50Z,21.47,0,0.0123
2020-03-08T15:14:00Z,21.49,0,0.0123
2020-03-08T15:14:10Z,21.52,0,0.0123
2020-03-08T15:14:20Z,21.52,0,0.0123
2020-03-08T15:14:30Z,21.52,0,0.0123
2020-03-08T15:14:40Z,21.49,0,0.0123
2020-03-08T15:14:50Z,21.49,0,0.0123
2020-03-08T15:15:00Z,21.5,0,0.0123
2020-03-08T15:15:10Z,21.5,0,0.0123
2020-03-08T15:15:20Z,21.54,0,0.0123
2020-03-08T15:15:30Z,21.54,0,0.0123
2020-03-08T15:15:40Z,21.55,0,0.0123
2020-03-08T15:15:50Z,21.57,0,0.0123
2020-03-08T15:16:00Z,21.52,0,0.0123
2020-03-08T15:16:10Z,21.5,0,0.0123
2020-03-08T15:16:20Z,21.49,0,0.0123
2020-03-08T15:16:30Z,21.37,0,0.0123
2020-03-08T15:16:40Z,21.24,0,0.0123
2020-03-08T15:16:50Z,21.25,0,0.0123
2020-03-08T15:17:00Z,21.26,0,0.0123
2020-03-08T15:17:10Z,21.3,0,0.0123
2020-03-08T15:17:20Z,21.08,0,0.0123
2020-03-08T15:17:30Z,20.92,0,0.0123
2020-03-08T15:17:40Z,20.8,0,0.0123
2020-03-08T15:17:50Z,20.74,0,0.0123
2020-03-08T15:18:00Z,20.74,0,0.0123
2020-03-08T15:18:10Z,20.73,0,0.0123
2020-03-08T15:18:20Z,20.59,0,0.0123
2020-03-08T15:18:30Z,20.57,0,0.0123
2020-03-08T15:18:40Z,20.61,0,0.0123
2020-03-08T15:18:50Z,20.63,0,0.0123
2020-03-08T15:19:00Z,20.62,0,0.0123
2020-03-08T15:19:10Z,20.51,0,0.0123
2020-03-08T15:19:20Z,20.48,0,0.0123
2020-03-08T15:19:30Z,20.34,0,0.0123
2020-03-08T15:19:40Z,20.29,0,0.0123
2020-03-08T15:19:50Z,20.43,0,0.0123
2020-03-08T15:20:00Z,20.46,0,0.0123
2020-03-08T15:20:10Z,16.24,48404.4,31.569
2020-03-08T15:20:20Z,16.05,48397.1,31.5637
2020-03-08T15:20:30Z,16.08,48319,31.5067
2020-03-08T15:20:40Z,16.11,48230.9,31.4423
2020-03-08T15:20:50Z,16.07,48223.6,31.4371
2020-03-08T15:21:00Z,16.03,48216.6,31.4319
2020-03-08T15:21:10Z,16.02,48177,31.4031
2020-03-08T15:21:20Z,16,48173.6,31.4005
2020-03-08T15:21:30Z,15.99,48244.8,31.4525
2020-03-08T15:21:40Z,15.83,48222.3,31.4361
2020-03-08T15:21:50Z,16,48118.2,31.3601
2020-03-08T15:22:00Z,15.99,48179.3,31.4047
2020-03-08T15:22:10Z,15.98,48180.1,31.4053
2020-03-08T15:22:20Z,16,48103.2,31.3491
2020-03-08T15:22:30Z,15.82,48192.9,31.4146
2020-03-08T15:22:40Z,15.89,48157.1,31.3885
2020-03-08T15:22:50Z,15.88,48188,31.4111
2020-03-08T15:23:00Z,15.88,48152.9,31.3854
2020-03-08T15:23:10Z,15.87,48163.7,31.3933
2020-03-08T15:23:20Z,15.92,48129.5,31.3684
2020-03-08T15:23:30Z,15.9,48146.3,31.3806
2020-03-08T15:23:40Z,15.82,48208,31.4257
2020-03-08T15:23:50Z,15.88,48142.9,31.3781
2020-03-08T15:24:00Z,15.9,48116.1,31.3586
2020-03-08T15:24:10Z,15.88,48158,31.3891
2020-03-08T15:24:20Z,15.93,48133.8,31.3715
2020-03-08T15:24:30Z,15.94,48133.1,31.371
2020-03-08T15:24:40Z,15.92,48104.5,31.3501
2020-03-08T15:24:50Z,16,48103.2,31.3491
2020-03-08T15:25:00Z,16.05,48124.5,31.3647
2020-03-08T15:25:10Z,16.05,48064.1,31.3207
2020-03-08T15:25:20Z,16.07,48082.7,31.3342
2020-03-08T15:25:30Z,16.14,3008.5,1.5636
2020-03-08T15:25:40Z,16.19,1138,0.5641
2020-03-08T15:25:50Z,16.19,0,0.0123
2020-03-08T15:26:00Z,16.13,0,0.0123
2020-03-08T15:26:10Z,16.05,0,0.0123
2020-03-08T15:26:20Z,16.17,0,0.0123
2020-03-08T15:26:30Z,16.31,0,0.0123
2020-03-08T15:26:40Z,16.43,0,0.0123
2020-03-08T15:26:50Z,16.47,0,0.0123
2020-03-08T15:27:00Z,16.57,0,0.0123
2020-03-08T15:27:10Z,16.61,0,0.0123
2020-03-08T15:27:20Z,16.66,0,0.0123
2020-03-08T15:27:30Z,16.76,0,0.0123
2020-03-08T15:27:40Z,16.81,0,0.0123
2020-03-08T15:27:50Z,16.66,0,0.0123
2020-03-08T15:28:00Z,16.68,0,0.0123
2020-03-08T15:28:10Z,16.68,0,0.0123
2020-03-08T15:28:20Z,16.58,0,0.0123
2020-03-08T15:28:30Z,16.6,0,0.0123
2020-03-08T15:28:40Z,16.6,0,0.0123
2020-03-08T15:28:50Z,16.57,0,0.0123
2020-03-08T15:29:00Z,16.57,0,0.0123
2020-03-08T15:29:10Z,16.6,0,0.0123
2020-03-08T15:29:20Z,16.6,0,0.0123
2020-03-08T15:29:30Z,16.61,0,0.0123
2020-03-08T15:29:40Z,16.57,0,0.0123
2020-03-08T15:29:50Z,16.53,0,0.0123
2020-03-08T15:30:00Z,16.48,0,0.0123
2020-03-08T15:30:10Z,16.48,0,0.0123
2020-03-08T15:30:20Z,16.55,0,0.0123
2020-03-08T15:30:30Z,16.53,0,0.0123
2020-03-08T15:30:40Z,16.55,0,0.0123
2020-03-08T15:30:50Z,16.66,0,0.0123
2020-03-08T15:31:00Z,17.07,0,0.0123
2020-03-08T15:31:10Z,17.43,0,0.0123
2020-03-08T15:31:20Z,17.56,0,0.0123
2020-03-08T15:31:30Z,17.68,0,0.0123
2020-03-08T15:31:40Z,17.9,0,0.0123
2020-03-08T15:31:50Z,18.29,0,0.0123
2020-03-08T15:32:00Z,18.76,0,0.0123
2020-03-08T15:32:10Z,19.16,0,0.0123
2020-03-08T15:32:20Z,19.9,0,0.0123
2020-03-08T15:32:30Z,20.3,0,0.0123
2020-03-08T15:32:40Z,20.9,0,0.0123
2020-03-08T15:32:50Z,21.49,0,0.0123
2020-03-08T15:33:00Z,21.88,0,0.0123
2020-03-08T15:33:10Z,21.81,0,0.0123
2020-03-08T15:33:20Z,21.79,0,0.0123
2020-03-08T15:33:30Z,21.44,0,0.0123
2020-03-08T15:33:40Z,21.84,0,0.0123
2020-03-08T15:33:50Z,22.04,0,0.0123
2020-03-08T15:34:00Z,22.51,0,0.0123
2020-03-08T15:34:10Z,22.71,0,0.0123
2020-03-08T15:34:20Z,22.92,0,0.0123
2020-03-08T15:34:30Z,23.18,0,0.0123
2020-03-08T15:34:40Z,23.13,0,0.0123
2020-03-08T15:34:50Z,22.57,0,0.0123
2020-03-08T15:35:00Z,22.27,0,0.0123
2020-03-08T15:35:10Z,21.7,0,0.0123
2020-03-08T15:35:20Z,21.57,0,0.0123
2020-03-08T15:35:30Z,21.42,0,0.0123
2020-03-08T15:35:40Z,21.36,0,0.0123
2020-03-08T15:35:50Z,21.4,0,0.0123
2020-03-08T15:36:00Z,21.96,0,0.0123
2020-03-08T15:36:10Z,21.95,0,0.0123
2020-03-08T15:36:20Z,21.85,0,0.0123
2020-03-08T15:36:30Z,21.84,0,0.0123
2020-03-08T15:36:40Z,21.79,0,0.0123
2020-03-08T15:36:50Z,21.76,0,0.0123
2020-03-08T15:37:00Z,21.68,0,0.0123
2020-03-08T15:37:10Z,21.56,0,0.0123
2020-03-08T15:37:20Z,21.56,0,0.0123
2020-03-08T15:37:30Z,21.3,0,0.0123
2020-03-08T15:37:40Z,21.32,0,0.0123
2020-03-08T15:37:50Z,21.69,0,0.0123
2020-03-08T15:38:00Z,18,260.4,0.1259
2020-03-08T15:38:10Z,20.34,0,0.0123
2020-03-08T15:38:20Z,20.32,0,0.0123
2020-03-08T15:38:30Z,20.44,0,0.0123
2020-03-08T15:38:40Z,20.47,0,0.0123
2020-03-08T15:38:50Z,20.42,0,0.0123
2020-03-08T15:39:00Z,20.34,0,0.0123
2020-03-08T15:39:10Z,20.28,0,0.0123
2020-03-08T15:39:20Z,20.25,0,0.0123
2020-03-08T15:39:30Z,20.33,0,0.0123
2020-03-08T15:39:40Z,20.49,0,0.0123
2020-03-08T15:39:50Z,20.51,0,0.0123
2020-03-08T15:40:00Z,20.51,0,0.0123
2020-03-08T15:40:10Z,20.52,0,0.0123
2020-03-08T15:40:20Z,20.49,0,0.0123
2020-03-08T15:40:30Z,20.47,0,0.0123
2020-03-08T15:40:40Z,20.47,0,0.0123
2020-03-08T15:40:50Z,20.48,0,0.0123
2020-03-08T15:41:00Z,20.51,0,0.0123
2020-03-08T15:41:10Z,20.49,0,0.0123
2020-03-08T15:41:20Z,20.48,0,0.0123
2020-03-08T15:41:30Z,20.48,0,0.0123
2020-03-08T15:41:40Z,20.48,0,0.0123
2020-03-08T15:41:50Z,20.48,0,0.0123
2020-03-08T15:42:00Z,20.48,0,0.0123
2020-03-08T15:42:10Z,20.47,0,0.0123
2020-03-08T15:42:20Z,20.48,0,0.0123
2020-03-08T15:42:30Z,20.48,0,0.0123
2020-03-08T15:42:40Z,20.46,0,0.0123
2020-03-08T15:42:50Z,20.43,0,0.0123
2020-03-08T15:43:00Z,20.42,0,0.0123
2020-03-08T15:43:10Z,20.42,0,0.0123
2020-03-08T15:43:20Z,20.41,0,0.0123
2020-03-08T15:43:30Z,20.41,0,0.0123
2020-03-08T15:43:40Z,20.41,0,0.0123
2020-03-08T15:43:50Z,20.41,0,0.0123
2020-03-08T15:44:00Z,20.39,0,0.0123
2020-03-08T15:44:10Z,20.39,0,0.0123
2020-03-08T15:44:20Z,20.39,0,0.0123
2020-03-08T15:44:30Z,20.39,0,0.0123
2020-03-08T15:44:40Z,20.38,0,0.0123
2020-03-08T15:44:50Z,20.38,0,0.0123
2020-03-08T15:45:00Z,20.38,0,0.0123
2020-03-08T15:45:10Z,20.38,0,0.0123
2020-03-08T15:45:20Z,20.37,0,0.0123
2020-03-08T15:45:30Z,20.37,0,0.0123
2020-03-08T15:45:40Z,20.37,0,0.0123
2020-03-08T15:45:50Z,20.36,0,0.0123
2020-03-08T15:46:00Z,20.34,0,0.0123
2020-03-08T15:46:10Z,20.32,0,0.0123
2020-03-08T15:46:20Z,20.29,0,0.0123
2020-03-08T15:46:30Z,20.28,0,0.0123
2020-03-08T15:46:40Z,20.25,0,0.0123
2020-03-08T15:46:50Z,20.24,0,0.0123
2020-03-08T15:47:00Z,20.23,0,0.0123
2020-03-08T15:47:10Z,20.23,0,0.0123
2020-03-08T15:47:20Z,20.2,0,0.0123
2020-03-08T15:47:30Z,20.19,0,0.0123
2020-03-08T15:47:40Z,20.19,0,0.0123
2020-03-08T15:47:50Z,20.19,0,0.0123
2020-03-08T15:48:00Z,20.18,0,0.0123
2020-03-08T15:48:10Z,20.18,0,0.0123
2020-03-08T15:48:20Z,20.18,0,0.0123
2020-03-08T15:48:30Z,20.17,0,0.0123
2020-03-08T15:48:40Z,20.17,0,0.0123
2020-03-08T15:48:50Z,20.17,0,0.0123
2020-03-08T15:49:00Z,20.15,0,0.0123
2020-03-08T15:49:10Z,20.17,0,0.0123
2020-03-08T15:49:20Z,20.15,0,0.0123
2020-03-08T15:49:30Z,20.15,0,0.0123
2020-03-08T15:49:40Z,20.14,0,0.0123
2020-03-08T15:49:50Z,20.14,0,0.0123
2020-03-08T15:50:00Z,20.14,0,0.0123
