date,SampleID,Salinity_lab,pH,TempInSitu
20201023,Tnk3,35.3,7.8020873630147625,17.68
20201023,Tnk4,35.3,7.761812483420268,17.45
20201023,Tnk5,35.3,7.8274768463693025,17.49
20201023,Tnk6,35.3,7.792912786840418,17.47
20201023,Tnk7,35.3,7.888536820841567,17.43
20201023,Tnk8,35.3,7.8669338890284735,17.56
20201023,Tnk9,35.3,7.815692695907097,17.43
20201023,Tnk10,35.3,7.756153881970071,17.53
20201023,Tnk11,35.3,7.795330828201811,17.65
20201023,Tnk12,35.3,7.803552008418018,17.43
20201023,Tnk13,35.3,7.88272035214448,17.53
20201023,Tnk14,35.3,7.863405999646182,17.57
20201023,Tnk15,35.3,7.855221260435414,17.49
20201023,Tnk16,35.3,7.8409297638774165,17.56
20201023,Tnk17,35.5,7.84338994181135,17.52
20201023,Tnk18,35.3,7.8430231203362855,17.5
20201023,Tnk19,35.3,7.76135524375806,17.53
20201023,Tnk20,35.3,7.79973243230319,17.49
20201024,Tnk3,35.6,7.842740593175481,17.38
20201024,Tnk4,35.6,7.848895948366309,17.51
20201024,Tnk5,35.6,7.89967515334674,17.43
20201024,Tnk6,35.6,7.853976795000764,17.53
20201024,Tnk7,35.6,7.941427215345586,17.41
20201024,Tnk8,35.6,7.919171004979429,17.64
20201024,Tnk9,35.7,7.8685185013172125,17.46
20201024,Tnk10,35.7,7.836344740576637,17.62
20201024,Tnk11,35.7,7.868335636320376,17.49
20201024,Tnk12,35.7,7.852971075876414,17.45
20201024,Tnk13,35.7,7.916280581800997,17.31
20201024,Tnk14,35.7,7.916575240618997,17.54
20201024,Tnk15,35.7,7.912248314845736,17.4
20201024,Tnk16,35.7,7.877312034059506,17.44
20201024,Tnk17,35.7,7.873904520863786,17.43
20201024,Tnk18,35.7,7.8896989957624735,17.4
20201024,Tnk19,35.7,7.827611879050053,17.34
20201024,Tnk20,35.7,7.860696705358393,17.32
20201025,Tnk3,35.4,7.74667410704592,17.41
20201025,Tnk4,35.4,7.734307621396549,17.45
20201025,Tnk5,35.4,7.84290630099438,17.56
20201025,Tnk6,35.4,7.810262066842502,17.51
20201025,Tnk7,35.4,7.893921692261185,17.44
20201025,Tnk8,35.4,7.872743716129143,17.5
20201025,Tnk9,35.4,7.798767655797627,17.4
20201025,Tnk10,35.4,7.771014647695149,17.4
20201025,Tnk11,35.4,7.822992252649171,17.41
20201025,Tnk12,35.4,7.819227420165294,17.46
20201025,Tnk13,35.4,7.874599828728901,17.48
20201025,Tnk14,35.4,7.85869037992246,17.53
20201025,Tnk15,35.4,7.843206291533575,17.51
20201025,Tnk16,35.4,7.817079485618545,17.53
20201025,Tnk17,15.4,7.772126318872894,17.64
20201025,Tnk18,35.4,7.846914579036972,17.47
20201025,Tnk19,35.4,7.808292939018292,17.55
20201025,Tnk20,35.4,7.816902175843323,17.56
20201026,Tnk3,34.2,7.775905928919763,16.95
20201026,Tnk4,34.7,7.799343077899866,17.01
20201026,Tnk5,34.7,7.856841054604567,16.98
20201026,Tnk6,34.7,7.834318468840861,16.97
20201026,Tnk7,34.7,7.92154939640241,16.91
20201026,Tnk8,34.7,7.918074409975389,16.91
20201026,Tnk9,34.7,7.8076182196257236,17.08
20201026,Tnk10,34.7,7.820126915005088,17.02
20201026,Tnk11,34.7,7.8194491867807105,16.84
20201026,Tnk12,34.7,7.850132422105775,16.94
20201026,Tnk13,34.7,7.897901418567987,16.8
20201026,Tnk14,34.7,7.888267927400948,16.67
20201026,Tnk15,34.7,7.833233844043882,16.86
20201026,Tnk16,34.7,7.789962496423953,16.83
20201026,Tnk17,34.7,7.840125454259849,16.87
20201026,Tnk18,34.7,7.866312366881738,16.85
20201026,Tnk19,34.7,7.810993799752516,16.8
20201026,Tnk20,34.8,7.8038754334792415,16.87
20201027,Tnk3,35.5,7.706969295067386,17.42
20201027,Tnk4,35.5,7.677266509089955,17.46
20201027,Tnk5,35.5,7.8175005262372075,17.5
20201027,Tnk6,35.5,7.7501031142427665,17.46
20201027,Tnk7,35.5,7.921099443892548,17.57
20201027,Tnk8,35.5,7.860546506902687,17.55
20201027,Tnk9,35.5,7.673798099320773,17.46
20201027,Tnk10,35.5,7.751780441761573,17.47
20201027,Tnk11,35.5,7.725656298973751,17.49
20201027,Tnk12,35.5,7.750216749759906,17.44
20201027,Tnk13,35.5,7.843089751859006,17.57
20201027,Tnk14,35.5,7.816475589241186,17.38
20201027,Tnk15,35.5,7.741149493341175,17.51
20201027,Tnk16,35.5,7.635539833024916,17.48
20201027,Tnk17,35.5,7.7865214168191725,17.46
20201027,Tnk18,35.5,7.7570399337811295,17.46
20201027,Tnk19,35.5,7.710715406883616,17.37
20201027,Tnk20,35.5,7.750671293941705,17.36
